Shipment_ID,Distance_km,Weight_kg,Mode_of_Transport,Origin,Destination,Fuel_Price_per_Liter,Demand_Fluctuation,Traffic_Conditions,Warehouse_Processing_Time,Customs_Clearance_Delay,Packaging_Cost,Freight_Insurance_Cost,Freight_Cost_USD
SHIP06983,651,4528,Rail,Kolkata,London,0.89,1.05713383133053,Medium,7,4,198.54,259.29,
SHIP06984,1670,2804,Rail,Kolkata,Dubai,,1.0592620605932,Low,1,2,255.91,550.63,519.35
SHIP06985,4930,3313,Rail,Delhi,Singapore,1.34,1.02172360166961,Medium,6,0,491.32,862.55,1082.12
SHIP06986,,3875,Air,Kolkata,London,0.75,1.05168647053592,Medium,7,3,12.34,503.45,1598.08
SHIP06987,150,3466,Air,Chennai,Los Angeles,0.79,1.14707497956324,High,4,3,145,341.77,511.91
SHIP06988,4321,2107,Air,Chennai,Singapore,1.78,1.16873157865578,Low,4,3,490.74,147.09,3354.24
SHIP06989,287,2361,Sea,Bangalore,London,0.75,0.836719772919215,Low,2,2,249.1,52.56,138.14
SHIP06990,4075,2929,Air,Kolkata,Singapore,0.57,0.804701029422627,Medium,5,0,469.45,318.63,762.26
SHIP06991,2968,3692,Rail,Delhi,New York,0.87,1.00756632567012,High,7,1,427.19,491.13,506.38
SHIP06992,2592,2659,Rail,Mumbai,London,1.36,0.965124944001816,Low,4,1,358.71,388.91,617.67
SHIP06993,2053,1480,Rail,Bangalore,London,0.51,0.980467776010126,Low,8,2,359.74,486.21,167.59
SHIP06994,1587,1963,Sea,Delhi,Singapore,1.98,0.983402080141725,Medium,8,4,12.27,467.76,750.18
SHIP06995,804,807,Road,Kolkata,New York,0.85,1.15807543661215,Low,7,3,155.63,477.66,118.86
SHIP06996,3418,2184,Rail,Delhi,Los Angeles,0.86,1.05465082669498,Medium,3,4,226.02,687.32,490.87
SHIP06997,2308,1962,Sea,Mumbai,New York,1.61,0.976936030130098,Low,9,1,264.7,403.31,775.97
SHIP06998,3715,1789,Road,Delhi,Los Angeles,0.87,0.981913083933145,Low,8,2,227.49,828.96,393.77
SHIP06999,4285,3267,Sea,Mumbai,Dubai,1.09,1.13780105115939,High,1,4,223.88,810.93,1101.02
SHIP07000,590,4806,Sea,Mumbai,New York,1.32,0.886822491729995,Low,9,1,432.68,269.91,525.54
SHIP07001,319,1184,Road,Mumbai,Los Angeles,0.53,0.805898597013703,Low,7,2,485.11,157.18,38.91
SHIP07002,3510,3762,Air,Delhi,Singapore,1.76,0.991266953299394,High,4,3,425.05,909.62,2821.59
SHIP07003,3458,814,Air,Kolkata,Los Angeles,1.27,1.18418838356675,Low,5,0,348.67,212.77,1743.79
SHIP07004,555,2775,Rail,Chennai,Dubai,0.97,1.12574881608647,Medium,7,1,370.78,666.05,254.54
SHIP07005,1179,3418,Road,Chennai,Los Angeles,1.1,0.963358089619017,Medium,8,0,371.29,872.54,306.04
SHIP07006,2129,3547,Rail,Delhi,New York,0.58,0.870039636368428,High,4,2,401.85,54.89,236.31
SHIP07007,3195,1722,Sea,Kolkata,Los Angeles,1.58,1.02805409189634,Low,7,1,37.4,303.02,988.24
SHIP07008,3292,3455,Air,Chennai,New York,1.31,1.15188182538276,High,6,3,46.64,323.91,2272.28
SHIP07009,4958,632,Rail,Mumbai,Dubai,1.87,1.08690942631826,High,9,3,57.71,705.54,1286.34
SHIP07010,411,4816,Rail,Delhi,Los Angeles,1.2,1.01608008919141,Low,4,2,456.48,663.16,412.46
SHIP07011,3770,,Air,Delhi,Los Angeles,1.74,1.09395060794122,Low,4,0,314.68,575.42,3489.92
SHIP07012,1506,1871,Sea,Bangalore,Dubai,0.78,1.18586187268245,Low,3,4,233.11,917.21,338.75
SHIP07013,4117,1235,Rail,Bangalore,Los Angeles,0.58,1.02107740362112,High,8,3,387.41,987.66,336.47
SHIP07014,4245,4575,Rail,Bangalore,New York,1.92,1.02213917805455,High,8,0,117.85,114.52,1538.41
SHIP07015,1731,1687,Road,Kolkata,London,0.89,0.991441327534616,High,4,0,404.46,878.01,227.17
SHIP07016,1102,2230,Road,Delhi,London,1.75,1.02664519095076,Low,3,1,179.47,252.66,398.31
SHIP07017,2559,238,Air,Bangalore,New York,0.89,1.05406489139588,High,6,4,320.89,196.44,753.68
SHIP07018,4777,,Air,Delhi,Los Angeles,0.73,0.881711670760239,High,9,2,493.85,791.97,1095.81
SHIP07019,731,3876,Sea,Mumbai,New York,1.6,1.02721167747126,Low,8,3,45.22,651.39,657.99
SHIP07020,3982,2670,Sea,Bangalore,Dubai,1.67,0.805382937101671,Low,7,4,479.17,106.82,1072.7
SHIP07021,2179,3995,Rail,Delhi,New York,1.77,1.1751717387561,High,7,0,386.22,254.53,1042.48
SHIP07022,4899,2376,Road,Kolkata,London,1.8,0.815135718283609,Medium,5,4,228.26,726.4,893.11
SHIP07023,4066,1234,Sea,Kolkata,Singapore,1.22,1.18326123603813,High,2,1,60.24,60.16,1014.04
SHIP07024,3352,2843,Rail,Kolkata,Dubai,1.1,1.18759710692995,Medium,9,1,64.73,320.74,748.31
SHIP07025,769,2996,Rail,Bangalore,Los Angeles,1.63,1.0107160919907,High,3,0,295.39,478.71,448.18
SHIP07026,124,2550,Air,Kolkata,New York,,0.93296727194261,Medium,9,0,267.47,916.97,528.61
SHIP07027,1343,4996,Road,Chennai,Dubai,1.95,0.873980286658641,Low,2,2,272.34,857.86,654.61
SHIP07028,1972,219,Rail,Mumbai,London,1.06,0.864869878148227,Low,1,3,146.19,256.07,228.99
SHIP07029,4207,4975,Air,Delhi,Los Angeles,0.56,0.895173575787979,High,7,3,54.97,340.78,1006.78
SHIP07030,369,2795,Rail,Chennai,New York,1.38,0.99048260669158,Low,1,4,401.73,542.47,289.75
SHIP07031,,1130,Road,Bangalore,New York,1.03,1.09715925540845,High,8,3,118.67,464.41,312.35
SHIP07032,1502,1313,Rail,Delhi,Los Angeles,1.01,0.959491835214459,High,3,0,326.24,780.83,
SHIP07033,1605,4914,Rail,Delhi,Singapore,1.35,1.1124048327707,Low,3,4,188.77,953.68,732.01
SHIP07034,4257,4503,Sea,Kolkata,Singapore,1.88,1.02583445880793,Medium,9,3,320.67,640.48,1882.81
SHIP07035,3082,2298,Sea,Delhi,Dubai,0.9,0.807710790274548,High,1,2,387.01,156.53,461.35
SHIP07036,,3958,Air,Delhi,New York,1.07,0.852716593784198,Medium,7,0,105.05,469.55,681.29
SHIP07037,936,1375,Rail,Mumbai,Dubai,1.84,1.02889986786732,Medium,2,0,16.73,569.8,368.83
SHIP07038,3583,3227,Air,Bangalore,Los Angeles,1.84,0.864466229775215,Low,3,3,146.76,957.41,2479.69
SHIP07039,3986,3923,Road,Chennai,Dubai,0.85,1.04332468148948,High,8,2,481.03,377.86,527.44
SHIP07040,1165,2198,Air,Kolkata,New York,1.56,0.978112265492096,Low,3,2,99.72,686.06,1036.36
SHIP07041,1125,1738,Rail,Mumbai,Singapore,1.12,1.07603289622899,High,2,1,241.94,60.71,288.37
SHIP07042,3926,3035,Sea,Chennai,Singapore,1.9,0.916574823440764,Medium,7,0,192.96,464.86,1421.97
SHIP07043,4665,2126,Sea,Chennai,Los Angeles,1.6,1.12865008002068,High,3,0,161.67,88.46,1551.58
SHIP07044,4957,1579,Air,Mumbai,London,1.24,0.955553715333709,Medium,8,3,368.15,275.17,2042.69
SHIP07045,1974,1511,Sea,Kolkata,Dubai,1.73,1.11865918955418,Low,4,3,363.62,495.83,792.35
SHIP07046,,1452,Rail,Bangalore,Los Angeles,2,0.807748318572953,Low,6,2,392.26,602.28,329.95
SHIP07047,4702,122,Rail,Mumbai,Singapore,1.17,0.957233639579601,Low,8,0,176.2,882.83,640.13
SHIP07048,2331,4399,Road,Mumbai,New York,1.06,0.888075372724585,High,4,3,186.01,225.56,426.48
SHIP07049,1105,4084,Sea,Mumbai,New York,1.41,0.977472127470183,High,5,2,278.15,343.2,650.6
SHIP07050,4724,4661,Sea,Kolkata,London,1.52,1.17872398005111,Low,3,0,11.86,579.36,1895.89
SHIP07051,591,2846,Road,Mumbai,London,1.56,0.86358290463304,High,4,1,477.38,252.03,271.32
SHIP07052,2211,4566,Air,Mumbai,Singapore,1.21,0.835198510773108,High,8,0,124.88,912.14,1362.48
SHIP07053,2301,2543,Road,Delhi,London,1,0.82339846329128,High,7,1,94.46,880.24,294.16
SHIP07054,1102,4281,Sea,Delhi,London,1.73,0.849343989929549,Medium,6,0,322.32,892.53,714.66
SHIP07055,4619,3626,Air,Delhi,New York,1.94,0.824783069277846,High,5,2,425.57,734.27,3087.51
SHIP07056,2794,,Rail,Delhi,Dubai,1.8,1.07389521652602,Low,9,0,324.55,996.44,657.61
SHIP07057,3919,2744,Rail,Mumbai,New York,1.52,0.846960702039334,Low,4,3,318.31,834.89,817.38
SHIP07058,4531,4423,Road,Delhi,New York,1.04,0.878975964962745,High,3,2,249.31,521.19,616.36
SHIP07059,4207,4895,Rail,Chennai,Singapore,1.43,1.05821237967954,Medium,6,1,446.44,751.82,1208.39
SHIP07060,4660,3648,Sea,Bangalore,Singapore,0.65,0.97846315334404,Medium,2,0,483.94,141.06,618.57
SHIP07061,4575,2442,Road,Delhi,Dubai,1.3,0.821865907832439,Medium,9,1,301.68,922.15,619.26
SHIP07062,4725,4162,Sea,Kolkata,Los Angeles,1.67,1.18826964569046,Low,6,3,48.65,984.96,
SHIP07063,1610,2921,Sea,Bangalore,London,,1.03997241412259,Low,3,2,59.43,864.16,421.51
SHIP07064,3812,2727,Air,Chennai,London,1.25,1.04551661717572,High,2,1,215.42,83.81,
SHIP07065,1214,1451,Air,Bangalore,New York,0.61,1.14103318892555,High,9,4,251.19,206.95,404.99
SHIP07066,2772,867,Air,Bangalore,New York,1.76,1.16363737031729,High,3,0,323.88,150.23,1969.46
SHIP07067,2408,1710,Rail,Chennai,Dubai,1.03,0.822836143244709,Medium,6,1,496.74,454.37,
SHIP07068,520,4612,Air,Delhi,London,1.37,0.82733852083666,High,9,4,356.83,86.22,960.94
SHIP07069,1466,4773,Sea,Chennai,New York,1.07,1.11062036865609,High,3,4,437.93,946.18,686.73
SHIP07070,1518,2488,Road,Kolkata,New York,1.4,1.07833387220899,High,9,3,471.95,605.8,416.97
SHIP07071,858,3033,Road,Chennai,Singapore,1.62,0.886724963883911,High,2,1,105.88,589.15,341.1
SHIP07072,221,1260,Sea,Mumbai,Los Angeles,0.99,0.92849081454532,High,4,3,173.49,473.71,117.34
SHIP07073,4176,649,Rail,Mumbai,Dubai,1.28,1.04441637979902,Low,3,0,347.11,370.97,721.98
SHIP07074,4192,1896,Road,Bangalore,Los Angeles,1.69,1.11559621555284,Low,7,2,329.94,510.08,
SHIP07075,4275,1905,Sea,Delhi,Los Angeles,1.53,1.04126256620514,Medium,4,4,217.38,541.65,1249.21
SHIP07076,2449,1937,Sea,Delhi,Dubai,,1.11678744237201,Medium,4,1,428.5,710.99,337.77
SHIP07077,1695,729,Sea,Mumbai,London,1.35,0.89144721702097,Medium,1,0,490.66,206.99,371.78
SHIP07078,107,3302,Road,Kolkata,New York,1.06,0.932445750581117,Low,3,1,205.22,596.47,173.76
SHIP07079,1179,1885,Road,Chennai,Dubai,1.56,0.840649250480308,Low,5,4,180.23,600.17,278.22
SHIP07080,1403,,Air,Chennai,New York,0.53,1.1939257727976,High,5,2,151.21,398.64,653.6
SHIP07081,817,2227,Air,Chennai,Singapore,1,1.12359610247448,Medium,4,0,285.02,966.07,2467.92707742666
SHIP07082,3945,198,Sea,Kolkata,Los Angeles,0.63,1.08631522038838,High,7,4,309.99,757.85,415.14
SHIP07083,732,,Sea,Kolkata,Singapore,1.88,0.877924985979697,Low,4,0,99.2,725.23,372.48
SHIP07084,3504,4963,Sea,Chennai,Los Angeles,1.81,1.07947354888823,High,7,1,148.19,879.47,1754.21
SHIP07085,2058,1794,Sea,Chennai,London,1.95,1.14496511282057,High,6,4,69.14,371.96,989.64
SHIP07086,3192,1696,Road,Kolkata,Dubai,1.47,1.12413956133734,High,6,4,453.15,252.04,667.6
SHIP07087,1840,3045,Air,Chennai,London,1.71,1.10187414779542,High,5,4,327.75,466.37,1900.69
SHIP07088,,1722,Rail,Kolkata,Los Angeles,1.42,0.954862789510714,Low,8,2,282.45,617.67,388.55
SHIP07089,935,1989,Sea,Bangalore,Singapore,1.24,1.10678569048149,Low,9,4,462.66,579.72,397.21
SHIP07090,3956,707,Air,Mumbai,Los Angeles,1.75,0.993829048975712,Low,9,0,491.53,259.38,2248.53
SHIP07091,4542,3717,Sea,Mumbai,London,1.66,0.961810222859474,Low,6,4,22.18,305.26,1532.86
SHIP07092,1588,1103,Road,Kolkata,London,1.6,1.1859129279166,Medium,5,2,397.19,929.45,
SHIP07093,2123,4121,Rail,Chennai,Singapore,1.84,0.85866795611823,Medium,1,2,274.03,127.05,793.17
SHIP07094,362,626,Air,Mumbai,Singapore,1.89,1.14588758113406,High,3,1,11.21,528.85,438.56
SHIP07095,860,3145,Air,Delhi,London,1.17,0.928840113769867,High,8,0,220.52,500.93,793.05
SHIP07096,2285,,Rail,Chennai,Los Angeles,0.92,1.00656509880277,High,1,3,389.19,414.2,425.11
SHIP07097,2907,4868,Road,Kolkata,Los Angeles,1.27,0.945174394583784,High,1,0,373.97,794.43,641.12
SHIP07098,2813,4829,Rail,Delhi,Dubai,0.64,1.00127900432085,Medium,8,3,464.43,926.45,401.99
SHIP07099,2082,4887,Air,Kolkata,London,1.91,1.12736102539854,Low,7,0,314.51,997.41,2923.37
SHIP07100,1557,3022,Rail,Chennai,Dubai,1.98,0.873205283651891,High,2,4,120.86,166.6,636.53
SHIP07101,4595,3998,Road,Bangalore,London,1.48,1.10191722308065,Medium,6,3,365.83,90.71,1075.37
SHIP07102,2620,,Road,Bangalore,Dubai,1.62,0.978355588760081,Medium,9,0,490.81,311.54,581.28
SHIP07103,1944,3986,Sea,Bangalore,New York,0.99,1.17398010090103,High,8,1,443.8,698.38,
SHIP07104,2755,2998,Rail,Chennai,Los Angeles,1.8,1.01879493918523,High,6,2,11.04,434.3,936.13
SHIP07105,646,1677,Rail,Chennai,Los Angeles,1.85,0.816550160393559,Medium,2,0,221.54,492.61,269.1
SHIP07106,2197,,Air,Delhi,New York,0.62,1.164082437549,Medium,3,0,111.94,999.45,642.2
SHIP07107,665,4195,Road,Chennai,Singapore,0.7,1.16979720849399,High,3,2,251.81,516.77,
SHIP07108,997,4248,Rail,Chennai,New York,0.89,0.87196854254795,Low,9,3,201.98,919.58,290.65
SHIP07109,4701,4513,Air,Delhi,Los Angeles,1.56,1.18906496486921,Low,9,3,285.43,441.09,3871.73
SHIP07110,4423,985,Sea,Delhi,London,0.78,0.978319792768524,High,5,4,414.7,468.14,562.64
SHIP07111,3814,3613,Rail,Kolkata,Dubai,0.83,1.16576788429078,High,5,4,324.94,782.9,652.6
SHIP07112,2063,3679,Rail,Mumbai,Los Angeles,1.07,0.945631210986156,Low,8,4,185.38,906.38,473.84
SHIP07113,3747,1764,Air,Mumbai,New York,1.42,0.809073480162655,Medium,3,1,175.66,822.29,1595.46
SHIP07114,540,1852,Air,Kolkata,London,1.96,1.11800819485558,High,9,2,112.89,497.87,963.73
SHIP07115,4400,1470,Road,Bangalore,Los Angeles,1.68,1.15432448984327,High,5,3,262.59,713.13,995.81
SHIP07116,2478,3641,Road,Chennai,New York,1.34,0.865123461683423,Low,9,1,407.37,300.59,498.31
SHIP07117,591,,Road,Delhi,Los Angeles,0.57,1.02159237509888,High,9,4,10.49,123.32,138.36
SHIP07118,1337,3361,Rail,Delhi,New York,1.28,1.13262330170234,Medium,4,2,357.19,200.12,524.96
SHIP07119,,2355,Air,Bangalore,New York,0.81,0.984618305293314,Medium,2,4,258.46,72.87,684.41
SHIP07120,4970,2045,Road,Delhi,Los Angeles,0.95,1.11534634855485,High,7,0,431.42,472.29,634.95
SHIP07121,2976,,Rail,Bangalore,London,0.88,1.05523731623686,Medium,1,4,260.34,672.88,444.01
SHIP07122,1402,3764,Road,Kolkata,Los Angeles,1.02,1.08829217140136,Medium,7,2,440.61,81.75,364.54
SHIP07123,4426,4085,Sea,Bangalore,Los Angeles,0.59,1.16752634445137,Medium,1,3,372.27,99.22,
SHIP07124,1348,4535,Rail,Mumbai,London,1.37,0.966729341999692,High,5,2,247.93,544.78,
SHIP07125,4918,4918,Road,Bangalore,Los Angeles,0.57,1.10838995768304,High,1,3,156.25,942.6,466.07
SHIP07126,4017,3508,Road,Kolkata,Dubai,1.49,1.08507341623145,High,8,2,487.46,184.31,933.03
SHIP07127,4473,443,Sea,Bangalore,Dubai,1.6,0.975595599958138,Medium,1,2,112.43,694.58,
SHIP07128,2308,4828,Sea,Kolkata,Dubai,1.23,0.952469573307698,Low,6,3,391.5,671.73,829.8
SHIP07129,4697,3780,Road,Mumbai,New York,1.67,1.15254186687286,Low,1,0,345.27,340.65,1267.83
SHIP07130,2123,4415,Road,Chennai,Singapore,1.95,0.881895799735514,Low,2,2,211.19,122.1,744.71
SHIP07131,751,4294,Air,Kolkata,Los Angeles,1.01,0.927402842221935,Medium,4,2,362,628.73,814.35
SHIP07132,1969,4956,Road,Chennai,Singapore,1.43,1.18979280262889,Low,8,1,73.53,471.09,756.61
SHIP07133,2510,77,Road,Kolkata,Dubai,0.99,0.91094631604234,High,3,4,128.12,346.36,229.83
SHIP07134,4312,3541,Air,Bangalore,London,1.17,1.14899057270145,Medium,8,1,362.4,791.11,
SHIP07135,4314,4311,Air,Chennai,Dubai,0.53,0.948571113580462,Low,7,2,72.68,434.68,975.75
SHIP07136,4374,1223,Road,Kolkata,Los Angeles,0.61,1.02048145223819,Medium,6,2,454,636.23,310.34
SHIP07137,416,388,Air,Kolkata,Singapore,1.7,0.959336901837881,Medium,1,2,302.81,293.43,298.45
SHIP07138,577,1118,Rail,Chennai,Singapore,0.71,0.88852070483183,High,6,0,44.84,124.39,86
SHIP07139,4936,891,Sea,Kolkata,New York,1.55,1.07644234477992,Medium,6,1,386.67,197.38,1346.84
SHIP07140,3768,,Rail,Chennai,London,1.56,1.18664408040933,High,8,4,224.39,399.25,1318.4
SHIP07141,3659,,Sea,Mumbai,Dubai,1.99,1.15712436552142,High,6,0,155.2,747.12,2092.1
SHIP07142,3985,343,Sea,Delhi,London,1.54,1.19411067482836,Low,2,3,270.36,606.36,1146.53
SHIP07143,4669,1907,Road,Mumbai,Los Angeles,0.69,1.07645079788516,Low,3,2,378.05,407.39,417.61
SHIP07144,2203,1372,Sea,Chennai,New York,1.44,0.813791295325544,Medium,2,0,456.36,500.57,507.83
SHIP07145,1958,1697,Rail,Bangalore,Dubai,,1.02162793235974,Low,3,3,167,602.58,443.84
SHIP07146,3062,4948,Road,Bangalore,Los Angeles,,1.04900611732459,Medium,1,2,350.24,210.75,1091.77
SHIP07147,4278,3670,Air,Delhi,London,1.54,0.848057515409752,High,7,0,177.2,308.21,2395.09
SHIP07148,3072,4576,Rail,Chennai,New York,1.28,1.1313707754481,Medium,5,2,16.55,312.68,931.45
SHIP07149,3533,3144,Road,Kolkata,Dubai,1.44,1.09203227052395,High,9,1,481.74,147.89,802.77
SHIP07150,2770,3541,Sea,Mumbai,London,1.17,0.979371630335729,High,7,2,156.05,239.79,780.42
SHIP07151,1820,3545,Rail,Mumbai,Dubai,1.26,0.916797899665838,Medium,1,4,237.59,581.32,497.99
SHIP07152,4163,4632,Sea,Delhi,New York,1.58,0.888722329953916,High,1,4,328.07,265,1364.65
SHIP07153,1827,3851,Road,Delhi,New York,0.62,1.18577873714157,Low,2,2,343.09,602.9,275.88
SHIP07154,4262,138,Road,Delhi,London,1.42,1.12083022533684,Medium,7,0,413.1,72.82,689.31
SHIP07155,847,4416,Air,Delhi,Dubai,0.63,1.07735369685542,Low,7,3,197.13,215.12,622.06
SHIP07156,3265,2006,Air,Delhi,Singapore,1.78,1.17935207346703,High,9,3,356.71,630.97,2687.88
SHIP07157,3838,,Rail,Delhi,Los Angeles,1.91,0.88140193709274,High,3,4,311.47,605.2,
SHIP07158,3026,3527,Air,Kolkata,New York,1.67,1.14304328227621,Medium,3,4,492.77,311.9,2742.78
SHIP07159,3787,1794,Sea,Kolkata,Dubai,1.58,1.03337843282607,High,8,0,372.42,642.09,1147.16
SHIP07160,1761,4423,Sea,Mumbai,London,1.92,1.17321975875553,Low,6,1,472.92,207.62,
SHIP07161,802,2303,Air,Mumbai,London,0.83,1.06424399148457,Medium,3,4,148.91,826.66,517.67
SHIP07162,2519,3711,Air,Delhi,New York,,1.09661332346338,Medium,8,4,233.47,287.81,1208.88
SHIP07163,4019,3010,Air,Mumbai,New York,1.22,0.888902848406088,Low,3,2,269.35,493.94,1797.17
SHIP07164,1442,1683,Rail,Delhi,Singapore,0.51,0.937998405704038,High,6,1,425.62,949.96,131.09
SHIP07165,2655,911,Rail,Kolkata,London,1.95,0.920922257644366,High,1,1,218.1,598.91,670.3
SHIP07166,,4751,Sea,Bangalore,Dubai,0.55,1.07765837984153,Medium,4,4,282.97,764.66,275.83
SHIP07167,,1063,Rail,Kolkata,Los Angeles,1.39,0.964469374264887,Low,6,2,77.25,758.24,
SHIP07168,3337,3349,Rail,Chennai,Los Angeles,1.03,1.14399117967164,Medium,5,0,104.31,412.32,708.61
SHIP07169,4803,1556,Road,Kolkata,Singapore,0.65,0.885032607438772,Medium,4,3,201.5,145.16,321.06
SHIP07170,1996,3255,Sea,Chennai,Dubai,0.54,1.11826701769018,High,1,4,34.74,373.52,328.22
SHIP07171,,4853,Sea,Mumbai,Los Angeles,0.89,1.12529710463884,Medium,4,3,47.42,82.1,536.54
SHIP07172,1832,1027,Air,Kolkata,Los Angeles,0.66,1.05115146293159,Low,1,3,355.08,300.98,488.16
SHIP07173,4591,3511,Road,Bangalore,Dubai,1.91,0.859324057492445,Low,4,3,44.77,84.47,1041.66
SHIP07174,3307,1867,Air,Kolkata,Dubai,0.87,0.930687606850121,Low,3,4,10.91,448.57,1030.06
SHIP07175,2047,3734,Rail,Kolkata,New York,0.64,0.959096623205954,Low,7,0,40.68,58.57,288.3
SHIP07176,4919,4108,Sea,Kolkata,Los Angeles,1.65,0.986179593581957,High,6,1,323,772.65,1701.97
SHIP07177,1611,2684,Rail,Delhi,Los Angeles,1.12,1.09470638981314,High,6,2,285.43,964.9,434.47
SHIP07178,4056,4951,Rail,Kolkata,Singapore,1.77,0.935349037874929,High,3,1,409.25,80.08,1297.6
SHIP07179,1725,4865,Road,Kolkata,New York,1.76,0.807287104368695,High,6,2,110.75,598.94,
SHIP07180,1172,3716,Road,Bangalore,New York,1.99,1.14643147918884,Low,3,1,298.75,306.93,691.26
SHIP07181,4031,998,Sea,Chennai,Los Angeles,1.71,0.972930709286765,Low,7,4,405.39,547.53,1130.49
SHIP07182,1351,523,Sea,Chennai,London,0.82,0.913154536335175,Medium,2,4,362.15,945.97,181.11
SHIP07183,993,617,Road,Bangalore,London,1.38,1.12767433675905,Medium,9,3,165.86,777.02,202.54
SHIP07184,4600,3482,Road,Mumbai,Dubai,1.29,1.15153815303932,High,2,2,312.76,759,941.95
SHIP07185,995,,Road,Kolkata,New York,1.26,1.09241553701653,Medium,1,0,368.57,328.74,
SHIP07186,650,2308,Road,Mumbai,Los Angeles,,0.9417263838995,High,4,4,411.34,806.65,161.39
SHIP07187,2750,3194,Sea,Bangalore,Los Angeles,,0.892433491260748,High,8,2,494.4,147.36,477.17
SHIP07188,4870,4360,Sea,Mumbai,Los Angeles,1.58,1.08511987949755,High,7,4,205.78,722.12,1813.07
SHIP07189,1467,2032,Rail,Chennai,Singapore,0.65,0.822983752787228,Medium,6,0,24.85,433.96,159.39
SHIP07190,1574,1146,Rail,Delhi,London,0.57,0.956421283059611,Medium,7,2,266.49,465.37,140.46
SHIP07191,3816,3620,Rail,Mumbai,Singapore,1.07,1.10352215005038,High,4,3,167.6,515.34,797.16
SHIP07192,300,3440,Sea,Delhi,Los Angeles,1.62,1.03402886062765,Low,8,2,157.99,779.83,507.56
SHIP07193,1594,2722,Air,Mumbai,Los Angeles,1.8,1.09354113867415,Medium,4,0,344.85,345.93,1744.96
SHIP07194,128,3696,Rail,Bangalore,New York,1.31,1.02916652361952,Low,8,3,31.27,357.32,319.69
SHIP07195,3173,2469,Air,Delhi,New York,1.76,0.895874987695658,High,5,4,275.35,544.31,2084.84
SHIP07196,947,4329,Air,Mumbai,London,0.54,0.993285969392284,High,9,3,321.07,304.41,500.68
SHIP07197,4926,3398,Air,Bangalore,Dubai,1.18,1.10922482596672,Medium,7,4,365.86,473.81,2601.41
SHIP07198,275,723,Road,Chennai,Los Angeles,0.7,0.892156376566521,Medium,6,0,481.67,677.33,39.75
SHIP07199,1259,2852,Sea,Kolkata,New York,1.37,1.18520826510875,Medium,2,1,14.32,990.36,653.96
SHIP07200,4948,2419,Sea,Bangalore,London,1.88,0.881145299428507,High,6,1,266.53,298.89,1530.03
SHIP07201,4887,4580,Rail,Bangalore,Singapore,0.51,0.805682802911516,Low,1,0,438.24,299.04,
SHIP07202,2228,1116,Rail,Chennai,Los Angeles,1.5,1.11122830148494,Low,2,4,109.91,424.41,557.26
SHIP07203,2729,737,Sea,Delhi,Dubai,1.69,1.17136115263287,Medium,5,3,488.29,676.12,919.77
SHIP07204,2935,,Road,Mumbai,London,1.62,0.898657069594315,Medium,7,4,103.21,929.94,435.87
SHIP07205,2856,2153,Sea,Delhi,Dubai,0.53,0.862022590354746,Medium,1,1,322.17,951.57,269.5
SHIP07206,753,469,Air,Bangalore,Los Angeles,0.76,0.889571491331512,Low,2,3,46.6,371.12,200.29
SHIP07207,2594,4048,Sea,Mumbai,London,0.64,1.05114582557629,Medium,4,2,264.39,446.41,466
SHIP07208,2420,2647,Road,Kolkata,New York,0.63,1.03160821600189,Medium,9,1,132.75,464.52,243.29
SHIP07209,3331,4388,Sea,Kolkata,Dubai,1.6,1.04853869456009,High,8,0,162.46,381.47,1390.36
SHIP07210,4760,2174,Sea,Mumbai,Singapore,1.14,0.803093652681717,Medium,9,3,191.33,349.65,802.96
SHIP07211,378,3942,Sea,Bangalore,Singapore,1.59,0.862794833186362,High,4,4,124.39,117.82,483.37
SHIP07212,4278,489,Air,Chennai,Dubai,1.04,0.897295209928599,Low,7,2,434.79,567.84,1266.1
SHIP07213,4980,1336,Rail,Delhi,Los Angeles,0.68,1.07883419437566,Medium,3,1,84.55,679.22,497.21
SHIP07214,170,1258,Road,Delhi,Los Angeles,1.58,1.0434988653616,Low,8,3,220.75,992,
SHIP07215,1014,1128,Air,Chennai,Los Angeles,1.44,1.04956047257879,Low,7,1,490.83,638.21,715.48
SHIP07216,,2613,Sea,Chennai,Singapore,0.67,1.02828573919762,Low,8,0,298.04,629.91,576.7
SHIP07217,3725,3673,Sea,Kolkata,Singapore,1.89,1.09780564677611,Low,9,1,319.33,401.87,1730.89
SHIP07218,2126,1303,Rail,Chennai,New York,0.96,1.17667779429442,Low,6,4,367.31,104.64,376.5
SHIP07219,382,3407,Rail,Mumbai,Los Angeles,1.48,1.06942655083927,High,4,4,434.91,633.46,396.1
SHIP07220,3418,3259,Rail,Kolkata,Singapore,0.55,1.09798492854209,High,3,0,411.95,169.26,365.78
SHIP07221,1366,3599,Air,Bangalore,Singapore,1.16,1.04327438375362,Low,3,0,188.41,756.72,1149.26
SHIP07222,1246,664,Road,Kolkata,Los Angeles,1.95,1.11905487495029,Low,6,2,420.38,766.45,344.34
SHIP07223,3220,3128,Rail,Kolkata,Los Angeles,1.83,1.17719408767891,Medium,8,3,110.33,149.84,1236.72
SHIP07224,1479,2773,Sea,Delhi,Singapore,0.83,1.0420414113841,Low,8,1,208.29,313.74,371.75
SHIP07225,405,3540,Road,Chennai,Dubai,1.82,0.872402696623826,High,8,0,337.35,828.9,345.34
